auteur,texte,commentaires,Date
CITADEL UVBF,"Du 3 au 7 juillet dernier, ils étaient une vingtaine d'étudiants à prendre part à l'atelier de renforcement des capacités en rédaction scientifique et gestion bibliographique organisé par CITADEL au sein de l'Université Virtuelle du Burkina. 
@Universite_JKZ @UVBF https://t.co/U6GInH4xGu",,Wed Jul 12 20:31:01 +0000 2023
CITADEL UVBF,"Du 3 au 7 juillet dernier, ils étaient une vingtaine d'étudiants à prendre part à l'atelier de renforcement des capacités en rédaction scientifique et gestion bibliographique organisé par CITADEL au sein de l'Université Virtuelle du Burkina. 
@Universite_JKZ @UVBF https://t.co/U6GInH4xGu",,Wed Jul 12 20:31:01 +0000 2023
CITADEL UVBF,RDV ce 2️⃣7️⃣ octobre 2021 à ⏰14h 30 min à l'Université Virtuelle du Burkina Faso sis à Ouaga 2000 pour le lancement officiel du 1er laboratoire d’innovation Burkinabé qui formera les leaders de demain en #intelligence_artificielle. #ai4dev #citadeluvbf #innovation #informatique https://t.co/M3OydU7Kul,,Mon Oct 25 12:33:14 +0000 2021
CITADEL UVBF,RDV ce 2️⃣7️⃣ octobre 2021 à ⏰14h 30 min à l'Université Virtuelle du Burkina Faso sis à Ouaga 2000 pour le lancement officiel du 1er laboratoire d’innovation Burkinabé qui formera les leaders de demain en #intelligence_artificielle. #ai4dev #citadeluvbf #innovation #informatique https://t.co/M3OydU7Kul,,Mon Oct 25 12:33:14 +0000 2021
CITADEL UVBF,RDV ce 2️⃣7️⃣ octobre 2021 à ⏰14h 30 min à l'Université Virtuelle du Burkina Faso sis à Ouaga 2000 pour le lancement officiel du 1er laboratoire d’innovation Burkinabé qui formera les leaders de demain en #intelligence_artificielle. #ai4dev #citadeluvbf #innovation #informatique https://t.co/M3OydU7Kul,,Mon Oct 25 12:33:14 +0000 2021
CITADEL UVBF,RDV du 2️⃣0️⃣ au 2️⃣1️⃣ Mai 2022 à l' Université Joseph KI-ZERBO! Liens utiles : Pour vous inscrire👉 https://t.co/6CyaIaohHg  Pour participer à distance👉 https://t.co/90S8prdICk Programme disponible ici : https://t.co/1Go0sqmrlr #ai4dev #intelligenceartificielle #esanté #recherche https://t.co/GAaKPnF6PV,,Wed May 18 21:52:07 +0000 2022
CITADEL UVBF,RDV du 2️⃣0️⃣ au 2️⃣1️⃣ Mai 2022 à l' Université Joseph KI-ZERBO! Liens utiles : Pour vous inscrire👉 https://t.co/6CyaIaohHg  Pour participer à distance👉 https://t.co/90S8prdICk Programme disponible ici : https://t.co/1Go0sqmrlr #ai4dev #intelligenceartificielle #esanté #recherche https://t.co/GAaKPnF6PV,,Wed May 18 21:52:07 +0000 2022
CITADEL UVBF,RDV du 2️⃣0️⃣ au 2️⃣1️⃣ Mai 2022 à l' Université Joseph KI-ZERBO! Liens utiles : Pour vous inscrire👉 https://t.co/6CyaIaohHg  Pour participer à distance👉 https://t.co/90S8prdICk Programme disponible ici : https://t.co/1Go0sqmrlr #ai4dev #intelligenceartificielle #esanté #recherche https://t.co/GAaKPnF6PV,,Wed May 18 21:52:07 +0000 2022
CITADEL UVBF,RDV du 2️⃣0️⃣ au 2️⃣1️⃣ Mai 2022 à l' Université Joseph KI-ZERBO! Liens utiles : Pour vous inscrire👉 https://t.co/6CyaIaohHg  Pour participer à distance👉 https://t.co/90S8prdICk Programme disponible ici : https://t.co/1Go0sqmrlr #ai4dev #intelligenceartificielle #esanté #recherche https://t.co/GAaKPnF6PV,,Wed May 18 21:52:07 +0000 2022
CITADEL UVBF,"[#CITADEL] : Cérémonie Officielle de Lancement
C’est désormais une réalité ! L’Université Virtuelle du Burkina Faso (UV-BF) abrite le Centre d’Excellence Interdisciplinaire en Intelligence Artificielle pour le Développement [CITADEL]. 
Plus d'infos 👉🏽https://t.co/Z51GBJ7BsR https://t.co/18yCsmAWBM",,Thu Nov 04 10:06:54 +0000 2021
CITADEL UVBF,"[#CITADEL] : Cérémonie Officielle de Lancement
C’est désormais une réalité ! L’Université Virtuelle du Burkina Faso (UV-BF) abrite le Centre d’Excellence Interdisciplinaire en Intelligence Artificielle pour le Développement [CITADEL]. 
Plus d'infos 👉🏽https://t.co/Z51GBJ7BsR https://t.co/18yCsmAWBM",,Thu Nov 04 10:06:54 +0000 2021
CITADEL UVBF,"[#CITADEL] : Cérémonie Officielle de Lancement
C’est désormais une réalité ! L’Université Virtuelle du Burkina Faso (UV-BF) abrite le Centre d’Excellence Interdisciplinaire en Intelligence Artificielle pour le Développement [CITADEL]. 
Plus d'infos 👉🏽https://t.co/Z51GBJ7BsR https://t.co/18yCsmAWBM",,Thu Nov 04 10:06:54 +0000 2021
CITADEL UVBF,"🗣️#TALK_INVITATION🗣️ sur ""L'intelligence Artificielle dans le Marketing: Réduire les dépenses et augmenter la rentabilité "" animée par @Ou1David, Ingénieur à Micropole France. RDV: 18 Novembre 2022 à 16h:00 au siège l'Université Virtuelle  ou en ligne:https://t.co/8tQjnn6mvg https://t.co/PLfkxOCT8a",,Mon Nov 14 17:29:10 +0000 2022
CITADEL UVBF,"🗣️#TALK_INVITATION🗣️ sur ""L'intelligence Artificielle dans le Marketing: Réduire les dépenses et augmenter la rentabilité "" animée par @Ou1David, Ingénieur à Micropole France. RDV: 18 Novembre 2022 à 16h:00 au siège l'Université Virtuelle  ou en ligne:https://t.co/8tQjnn6mvg https://t.co/PLfkxOCT8a",,Mon Nov 14 17:29:10 +0000 2022
CITADEL UVBF,"🗣️#TALK_INVITATION🗣️ sur ""L'intelligence Artificielle dans le Marketing: Réduire les dépenses et augmenter la rentabilité "" animée par @Ou1David, Ingénieur à Micropole France. RDV: 18 Novembre 2022 à 16h:00 au siège l'Université Virtuelle  ou en ligne:https://t.co/8tQjnn6mvg https://t.co/PLfkxOCT8a",,Mon Nov 14 17:29:10 +0000 2022
CITADEL UVBF,"🗣️#TALK_INVITATION🗣️ sur ""L'intelligence Artificielle dans le Marketing: Réduire les dépenses et augmenter la rentabilité "" animée par @Ou1David, Ingénieur à Micropole France. RDV: 18 Novembre 2022 à 16h:00 au siège l'Université Virtuelle  ou en ligne:https://t.co/8tQjnn6mvg https://t.co/PLfkxOCT8a",,Mon Nov 14 17:29:10 +0000 2022
CROU ABIDJAN 2,"𝐎𝐂𝐓𝐎𝐁𝐑𝐄 𝐑𝐎𝐒𝐄 : 𝐄𝐃𝐈𝐓𝐈𝐎𝐍 𝟐𝟎𝟐𝟒 𝐀𝐔 𝐂𝐑𝐎𝐔 𝐀𝟐
Le professeur GOÏTA Insiata OUATTARA fait dépister plus de 300 étudiantes de l’Université Nangui Abrogoua.
la campagne de lutte contre le cancer du sein
 ce vendredi 18 décembre 2024
 Centre Médical du CROU https://t.co/FI6JHAqP7F",,Mon Oct 21 15:36:22 +0000 2024
CRÉ,"Anne Iavarone-Turcotte (McGill) publie un nouveau livre intitulé « Choisir sans préférer : le multiculturalisme et les femmes au-delà du paradigme libéral », paru aux Presses de l’Université Laval, dans la collection Minerve. Pour accéder à l'ouvrage: https://t.co/As9oEsKHtx",,Mon Oct 21 14:07:35 +0000 2024
CRÉ,"Nouveau livre de Bertrand Lavoie (U. Sherbrooke) intitulé « Le droit et la religion à l’hôpital : Une ethnographie du pluralisme des valeurs aux urgences », paru aux Presses de l’Université de Montréal. Pour accéder au livre, et pour plus d'infos, visitez: https://t.co/uUGg9rQfAu https://t.co/8zVcLIxV6x",,Mon Oct 21 14:43:10 +0000 2024
Calenda,"Revue « Amplitude du droit » - Varia: La revue en ligne et en libre accès Amplitude du droit lance un appel à contributions pour la publication de son numéro 5. Portée par l’Institut de l’Ouest : Droit et Europe (IODE, UMR CNRS 6262/Université de… https://t.co/st7WmXqWo4",,Mon Oct 21 12:05:04 +0000 2024
Cameroun,"#Cameroun : Scandale à l’Université de #Douala, étudiants piégés par une arnaque choquante: L’authenticité des diplômes remise en question dans une affaire qui secoue le milieu académique camerounais. Une enquête exclusive de… https://t.co/4vXtJSzB9O #Société",,Mon Oct 21 10:59:07 +0000 2024
Campus Condorcet,"📣|  L'Université en Exil (UXIL) du Campus Condorcet, en partenariat avec l’@ICMigrations, lance un appel à projets pour soutenir les activités scientifiques des chercheurs en exil.

Date limite de candidature : le 2 déc. 2024. 
https://t.co/vNSi88ShP2 https://t.co/YIUy6DyGZZ",,Mon Oct 21 09:42:02 +0000 2024
CegepPasDeMath,@pmartin_UdeM merci @PiluleRouge_CA  . Je vais citer mes sources comparativement à un professeur de l'Université de Montréal,,Mon Oct 21 16:29:04 +0000 2024
Celto Roma ✝️🌿⚜️♥️Blaise Pascal⚜️♥️✝️🌿☦️✡️🇦🇲,@droiteuniv @UNI__Tours Ce que j'ai à vous dire n'est pas agréable à lair du temps mais l'Université fut créée par des hommes Catholiques. Sombrera-t-elle sous la direction de femmes islamo gauchistes ?,,Tue Oct 22 10:27:33 +0000 2024
Centre d'études supérieures de la Renaissance,"[Journée d'étude] Autour des écritures anonymes à caractère biographique
 
 ➡️ Organisé par Chiara Lastraioli (Université de Tours, CESR)
 📆 15 novembre 2024 
📍 @CESR_Tours, Salle Saint-Martin

 ℹ️ Plus d'informations : https://t.co/gIVdAEd4e8 https://t.co/uHhK78grLY",,Tue Oct 22 09:28:47 +0000 2024
Chaire de Philosophie à l'Hôpital,📣 Il ne reste que 2  places pour la masterclass de l'Université des Patient-es qui forme les patient-es partenaires dans le cancer du sein métastatique ⬇️,,Mon Oct 21 21:37:07 +0000 2024
Clafe,"@ArScorfel @KadoKero @EricArchambaul7 @Neruda57 🤣🤣🤣
Source: la Secte du fou de la  tronçonneuse

La pauvreté de Javier Milei a atteint 55,9 %. le taux le plus élevé en 20 ans.

Ce chiffre correspond au premier trimestre de cette année, selon le dernier rapport de l'Université Catholique Argentine (UCA) basé sur les",,Mon Oct 21 21:09:18 +0000 2024
Claramunt Angie,Université d’automne SOS Racisme 2024 🍂💛✌🏻 https://t.co/7L2cbkoJGs,,Mon Oct 21 09:03:50 +0000 2024
Claude B.,"L’UQTR compte 20 chercheurs parmi les plus cités au monde https://t.co/XEXYqVPCBP 
(L'Université de Trois-Rivières)",,Tue Oct 22 01:34:46 +0000 2024
Club,Un grand plaisir pour nous d'organiser une activité avec le président du Club Scientifique des Etudiants de l'Université Virtuelle du Burkina Faso  M.Salifou Haroun Ouamdande,['Commentaires non disponibles'],
Club Scientifique des Étudiants de l'Université Virtuelle du Burkina Faso,"Ma journée d'hier a été très instructive, j'ai eu à participer à la Conférence de lancement des activités du Club Scientifique des Étudiants de l'Université Virtuelle du Burkina Faso. Devoir de redevabilité, mes remerciements vont à l'endroit de notre chers Conférencier Dr. @Émile Ouedraogo, l'administration de l' Université Virtuelle du Burkina Faso - UVBF, l' AUF Burkina Faso, les membres du bureau du CSE-UVBF, particulièrement à M Salifou Haroun Ouamdande président du CSE-UVBF, Nānga Ibrahima Guiro le modérateur et l'ensemble des participants.
Longue vie au Club Scientifique des Étudiants de l'Université Virtuelle du Burkina Faso (CSE-UVBF).",,
Club de la Com,"[📢 LE RENDEZ-VOUS DE L'EMPLOI] Le Club de la Com vous propose chaque mardi des offres d'emploi et de stages à retrouver sur notre site !

- Directeur/trice de la communication, Université Toulouse Capitole, #CDD
- Chargé(e) de communication digitale, IOT Valley, #Stage https://t.co/XmOmt4G49T",,Tue Oct 22 07:02:00 +0000 2024
Coalition Santé,"Discussion importante : ""L'activisme des jeunes pour impulser la santé et les droits sexuels et reproductifs : Une conversation sur le mouvement mondial pour  l'autonomie corporelle"" le 28 octobre, 2024, 17h00 - 18h30 à l'Université de Montréal
https://t.co/YP2wXQDujy",,Mon Oct 21 15:34:50 +0000 2024
Collectif Fiertés en Lutte,"L’Université d’automne est ouverte aux bénévoles du CFL mais aussi à toute personne intéressée par le CFL et/ou souhaitent en faire partie.  
L’inscription pour les ateliers se fait via le Linktree en bio, merci de penser à vous inscrire ! https://t.co/eIbZNrYAZ3",,Mon Oct 21 20:40:36 +0000 2024
DCRP/MESRI,"Enseignement Supérieur : un studio mobile d’enregistrement pour l’Université Virtuelle du Burkina Faso. C’est un studio mobile complet de dernière génération...à lire👉 https://t.co/jaHZbAJkIv
https://t.co/z3xNqefTch
#DCPM_MESRSI
#Enseignement_Supérieur
#Recherche_Scientifique https://t.co/NQHga6R6ZP",,Fri Nov 27 18:41:41 +0000 2020
DCRP/MESRI,"L’Université Virtuelle du Burkina Faso (UV-BF) dispose d’un datacenter exclusivement dédié à l’éducation 
#DCRP_MESRI
#Enseignement_Supérieur
#Innovation_BF
👇👇🇧🇫🇧🇫🇧🇫🇧🇫👇
https://t.co/x4nj0AuiUo",,Thu Sep 22 09:53:31 +0000 2022
DEUTSCHZENTRUM UB,"1ère session d'information à l'Université du Burundi.
#Vivre_et_travailler_en_Allemagne https://t.co/KqgcXsXdVT",,Tue Oct 22 09:23:39 +0000 2024
DEUTSCHZENTRUM UB,"3è session d'information à l'Université des Grands Lacs.
#Vivre_et_travailler_en_Allemagne https://t.co/5nWQmxnmcA",,Tue Oct 22 10:18:57 +0000 2024
DIRECCT,"#AfricaDigitalCampus lancé le 24 mars 2022 à l’Université Virtuelle du Burkina-Faso. Ce projet en partenariat avec l'@ird_fr, le @WACREN et avec le soutien de l’#UE, vise le renforcement de la #formation en ligne #DIRECCT #Éducation #Afrique #numérique https://t.co/pw79qNqZ0k",,Mon Mar 28 13:59:20 +0000 2022
DIRECCT,#AfricaDigitalCampus sera lancé le jeudi 24 mars 2022 à l’Université Virtuelle du Burkina Faso avec @AFD_France @ird_fr #WACREN. L'objectif: renforcer la coopération en matière d’enseignement à distance et d’infrastructures réseau en Afrique. https://t.co/8mXZ2RYNvR,,Tue Mar 22 12:27:37 +0000 2022
DIRECCT,"#DIRECCT
🌐 En route vers une Communauté africaine du #numérique éducatif ! 

Le 1er mars 2023 s'est tenu la 1ère rencontre ""Communauté de Pratiques"" 📍Université Virtuelle du Burkina Faso 

🗞️Pour en savoir plus : https://t.co/T6OzhS7r1f https://t.co/yKL39ZHv3Q",,Mon Mar 06 14:04:07 +0000 2023
DIRECCT,"Retour sur le lancement d' #AfricaDigitalCampus, ce 24 mars dernier au sein de l' Université Virtuelle du Burkina Faso. A look back at the launch of #AfricaDigitalCampus on March 24 at the Université Virtuelle du #BurkinaFaso @ird_fr 
https://t.co/3Z100t62NU",,Mon Apr 04 14:12:24 +0000 2022
DIRECCT,"💡#DIRECCT #Education 
Dans le cadre du projet Africa Digital Campus, en août 2022, l'@auf_org et l'Université Virtuelle du Burkina-Faso ont formé 21 professeurs à l’enseignement à distance.

Pour en savoir plus 👉 https://t.co/8pSDUKhC0z…

@IRD
@WACREN
 @burkina24 https://t.co/nxgUD9qRD5",,Wed Sep 14 12:25:20 +0000 2022
Dahlia TSHILANDA,"17.10.2024|| #UCC #RDC  
J'ai eu l’honneur d’assister en tant qu’invité à la cérémonie de collation des grades académiques de l'Université Catholique du Congo. Au cours de l’événement, j’ai eu l’occasion d’adresser des mots d'encouragement aux finalistes sur le point d’affronter https://t.co/SEaOfhDqS4",,Mon Oct 21 11:10:18 +0000 2024
David Galtier,"Au Cercle des Nageurs de Marseille, soirée des partenaires de la faculté des Sciences du sport de Aix-Marseille Université 

Merci aux 2 sportifs ayant apporté leurs témoignages : Alexis Sanchez , 5e aux JO en Para Aviron et Ara Katchadourian, sportif de l’extrême
#AMPMetropole https://t.co/6xG3zbj3rh",,Mon Oct 21 18:52:09 +0000 2024
Delabruyere Sasha,"@moulin_virgile Effectivement, uniquement si cela est en grosse partie financé par l'Université ;)",,Tue Oct 22 08:31:39 +0000 2024
Denis Vézina,"Université de Montréal
Idéologie et pandémie :
Étude comparative du cadrage médiatique au Canada
et aux États-Unis
Par
Karl Ricard
Département de science politique de l’Université de Montréal
Faculté des Arts et des Sciences
Mémoire présenté en vue de l’obtention du grade de",,Mon Oct 21 22:22:11 +0000 2024
Digital Magazine Burkina Faso,"Burkina Faso : Inauguration de l'Espace Numérique Ouvert (ENO) de Karpala de l'Université Virtuelle du Burkina Faso

https://t.co/rqQgwDKNcw",,Sun Aug 20 06:48:47 +0000 2023
Dina,"Appels à communications via  adhoc :  Jaïlys Duault et Cécile Tarjot : ""« Prisonnières » : mythes, fictions et récits de femmes incarcérées"" pour l'Université Rennes 2, le jeudi 6 mars 2025.
https://t.co/rVlAt1Q3fx",,Tue Oct 22 07:14:53 +0000 2024
"Dr. Alexis Mânirakíza, Ph.D.","Et pourtant,  la commémoration du massacre des étudiants Hutu de l'Université du Burundi a lieu chaque année sans encombre. Une salle d'un  nouvel amphithéâtre vient même d'être baptisée en leur mémoire. Salle du 11 juin. Deux poids, deux mesures.",,Mon Oct 21 14:52:05 +0000 2024
ERinfo,"🔴 %141 Hôpital Maisonneuve-Rosemont
🔴 %240 Hôpital général juif - Jewish General Hospital
🔴 %157 Centre hospitalier de l'Université de Montréal (CHUM)
🔴 %147 Hôpital Cité-de-la-Santé
🔴 %119 Hôpital de l'Enfant-Jésus",,Mon Oct 21 22:05:02 +0000 2024
ERinfo,"🔴 %144 Hôpital Maisonneuve-Rosemont
🔴 %196 Hôpital général juif - Jewish General Hospital
🔴 %143 Centre hospitalier de l'Université de Montréal (CHUM)
🔴 %129 Hôpital Cité-de-la-Santé
🔴 %125 Hôpital de l'Enfant-Jésus",,Tue Oct 22 04:05:04 +0000 2024
ERinfo,"🔴 %144 Hôpital Maisonneuve-Rosemont
🔴 %213 Hôpital général juif - Jewish General Hospital
🔴 %139 Centre hospitalier de l'Université de Montréal (CHUM)
🔴 %127 Hôpital Cité-de-la-Santé
🔴 %108 Hôpital de l'Enfant-Jésus",,Mon Oct 21 10:05:02 +0000 2024
ERinfo,"🔴 %144 Hôpital Maisonneuve-Rosemont
🔴 %245 Hôpital général juif - Jewish General Hospital
🔴 %145 Centre hospitalier de l'Université de Montréal (CHUM)
🔴 %137 Hôpital Cité-de-la-Santé
🔴 %106 Hôpital de l'Enfant-Jésus",,Mon Oct 21 14:05:04 +0000 2024
ERinfo,"🔴 %146 Hôpital Maisonneuve-Rosemont
🔴 %209 Hôpital général juif - Jewish General Hospital
🔴 %143 Centre hospitalier de l'Université de Montréal (CHUM)
🔴 %129 Hôpital Cité-de-la-Santé
🔴 %106 Hôpital de l'Enfant-Jésus",,Mon Oct 21 12:05:04 +0000 2024
ERinfo,"🔴 %146 Hôpital Maisonneuve-Rosemont
🔴 %223 Hôpital général juif - Jewish General Hospital
🔴 %141 Centre hospitalier de l'Université de Montréal (CHUM)
🔴 %131 Hôpital Cité-de-la-Santé
🔴 %123 Hôpital de l'Enfant-Jésus",,Tue Oct 22 00:05:04 +0000 2024
ERinfo,"🔴 %152 Hôpital Maisonneuve-Rosemont
🔴 %175 Hôpital général juif - Jewish General Hospital
🔴 %147 Centre hospitalier de l'Université de Montréal (CHUM)
🔴 %135 Hôpital Cité-de-la-Santé
🔴 %125 Hôpital de l'Enfant-Jésus",,Tue Oct 22 06:05:02 +0000 2024
